Volcano Number,Volcano Name,Country,Primary Volcano Type,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
357023,"Atuel, Caldera del",Argentina,Caldera,Unknown,South America,Central Chile and Argentina,-34.65,-70.05,5189,Andesite / Basaltic Andesite,Compressional Continental
357024,Risco Plateado,Argentina,Stratovolcano,Unknown,South America,Central Chile and Argentina,-34.93,-70,4999,Andesite / Basaltic Andesite,Compressional Continental
357030,Tinguiririca,Chile,Stratovolcano,1917 CE,South America,Central Chile and Argentina,-34.814,-70.352,4280,Andesite / Basaltic Andesite,Compressional Continental
357040,Planchón-Peteroa,Chile,Stratovolcano(es),2011 CE,South America,Central Chile and Argentina,-35.24,-70.57,4107,Andesite / Basaltic Andesite,Compressional Continental
357041,Infiernillo,Argentina,Volcanic field,6890 BCE,South America,Central Chile and Argentina,-35.142,-69.83,NaN,Andesite / Basaltic Andesite,Intermediate Continental
357042,Calabozos,Chile,Caldera,Unknown,South America,Central Chile and Argentina,-35.558,-70.496,3508,Dacite,Compressional Continental
357050,Descabezado Grande,Chile,Stratovolcano(es),1933 CE,South America,Central Chile and Argentina,-35.58,-70.75,3953,Andesite / Basaltic Andesite,Compressional Continental
357060,"Azul, Cerro",Chile,Stratovolcano,1967 CE,South America,Central Chile and Argentina,-35.653,-70.761,3788,Dacite,Compressional Continental
357061,"Maule, Laguna del",Chile,Caldera,Unknown,South America,Central Chile and Argentina,-36.02,-70.58,3092,Andesite / Basaltic Andesite,Compressional Continental
357062,San Pedro-Pellado,Chile,Stratovolcano(es),Unknown,South America,Central Chile and Argentina,-35.989,-70.849,3621,Andesite / Basaltic Andesite,Compressional Continental
357063,"Longaví, Nevado de",Chile,Stratovolcano,4890 BCE,South America,Central Chile and Argentina,-36.193,-71.161,3242,Andesite / Basaltic Andesite,Compressional Continental
357064,"Blancas, Lomas",Chile,Stratovolcano,Unknown,South America,Central Chile and Argentina,-36.286,-71.009,2268,Basalt / Picro-Basalt,Compressional Continental
357065,Resago,Chile,Cinder cone,Unknown,South America,Central Chile and Argentina,-36.45,-70.92,1890,Andesite / Basaltic Andesite,Compressional Continental
357066,Payún Matru,Argentina,Shield,Unknown,South America,Central Chile and Argentina,-36.42,-69.2,3680,Trachybasalt / Tephrite Basanite,Compressional Continental
357067,Domuyo,Argentina,Stratovolcano,Unknown,South America,Central Chile and Argentina,-36.58,-70.42,4709,Dacite,Compressional Continental
357070,"Chillán, Nevados de",Chile,Stratovolcano,2003 CE,South America,Central Chile and Argentina,-36.863,-71.377,3212,Andesite / Basaltic Andesite,Compressional Continental
357071,Cochiquito Volcanic Group,Argentina,Stratovolcano(es),Unknown,South America,Central Chile and Argentina,-36.77,-69.82,1435,Basalt / Picro-Basalt,Compressional Continental
357072,Tromen,Argentina,Stratovolcano(es),1822 CE,South America,Central Chile and Argentina,-37.142,-70.03,3978,Andesite / Basaltic Andesite,Compressional Continental
357073,Puesto Cortaderas,Argentina,Pyroclastic cone,Unknown,South America,Central Chile and Argentina,-37.57,-69.62,970,Basalt / Picro-Basalt,Compressional Continental
357080,Antuco,Chile,Stratovolcano,1869 CE,South America,Central Chile and Argentina,-37.406,-71.349,2979,Basalt / Picro-Basalt,Compressional Continental
357081,Trocon,Argentina,Lava dome(s),Unknown,South America,Central Chile and Argentina,-37.73,-70.9,2500,Dacite,Compressional Continental
357090,Copahue,Chile-Argentina,Stratovolcano,2013 CE,South America,Central Chile and Argentina,-37.85,-71.17,2997,Trachybasalt / Tephrite Basanite,Compressional Continental
357091,Callaqui,Chile,Stratovolcano,1980 CE,South America,Central Chile and Argentina,-37.92,-71.45,3164,Andesite / Basaltic Andesite,Compressional Continental
357092,"Mariñaqui, Laguna",Chile,Cinder cone(s),Unknown,South America,Central Chile and Argentina,-38.27,-71.1,2143,Andesite / Basaltic Andesite,Compressional Continental
357093,Tolguaca,Chile,Stratovolcano,Unknown,South America,Central Chile and Argentina,-38.31,-71.645,2806,Andesite / Basaltic Andesite,Compressional Continental
357100,Lonquimay,Chile,Stratovolcano,1990 CE,South America,Central Chile and Argentina,-38.377,-71.58,2865,Andesite / Basaltic Andesite,Compressional Continental
357101,Tralihue,Argentina,Stratovolcano,Unknown,South America,Central Chile and Argentina,-38.52,-70.9,NaN,Trachyandesite / Basaltic trachy-andesite,Intermediate Continental
357102,"Blanca, Laguna",Argentina,Volcanic field,Unknown,South America,Central Chile and Argentina,-39.02,-70.37,1700,Basalt / Picro-Basalt,Intermediate Continental
357110,Llaima,Chile,Stratovolcano,2009 CE,South America,Central Chile and Argentina,-38.692,-71.729,3125,Basalt / Picro-Basalt,Compressional Continental
357111,Sollipulli,Chile,Caldera,1240 CE,South America,Central Chile and Argentina,-38.97,-71.52,2282,Andesite / Basaltic Andesite,Compressional Continental
357112,Caburgua-Huelemolle,Chile,Cinder cone(s),5050 BCE,South America,Central Chile and Argentina,-39.25,-71.7,1496,Basalt / Picro-Basalt,Compressional Continental
357120,Villarrica,Chile,Stratovolcano,2013 CE,South America,Central Chile and Argentina,-39.42,-71.93,2847,Basalt / Picro-Basalt,Compressional Continental
357121,Quetrupillan,Chile,Stratovolcano,1872 CE,South America,Central Chile and Argentina,-39.5,-71.7,2360,Andesite / Basaltic Andesite,Compressional Continental
357122,Lanín,Chile-Argentina,Stratovolcano,560 CE,South America,Central Chile and Argentina,-39.633,-71.5,3747,Trachyandesite / Basaltic trachy-andesite,Compressional Continental
357123,Huanquihue Group,Argentina,Stratovolcano(es),1750 CE,South America,Central Chile and Argentina,-39.88,-71.58,2139,Basalt / Picro-Basalt,Compressional Continental
357130,Mocho-Choshuenco,Chile,Stratovolcano(es),1937 CE,South America,Central Chile and Argentina,-39.927,-72.027,2422,Andesite / Basaltic Andesite,Compressional Continental
357140,Carrán-Los Venados,Chile,Pyroclastic cone(s),1979 CE,South America,Central Chile and Argentina,-40.35,-72.07,1114,Basalt / Picro-Basalt,Compressional Continental
357150,Puyehue-Cordón Caulle,Chile,Stratovolcano,2012 CE,South America,Central Chile and Argentina,-40.59,-72.117,2236,Andesite / Basaltic Andesite,Compressional Continental
357152,"Pantoja, Cerro",Chile-Argentina,Stratovolcano,Unknown,South America,Central Chile and Argentina,-40.77,-71.95,2024,Basalt / Picro-Basalt,Compressional Continental
357153,Antillanca Group,Chile,Stratovolcano(es),230 BCE,South America,Central Chile and Argentina,-40.771,-72.153,1990,Basalt / Picro-Basalt,Compressional Continental
357160,Puntiagudo-Cordón Cenizos,Chile,Stratovolcano,1850 CE,South America,Central Chile and Argentina,-40.969,-72.264,2493,Andesite / Basaltic Andesite,Compressional Continental
358010,Osorno,Chile,Stratovolcano,1869 CE,South America,Southern Chile and Argentina,-41.1,-72.493,2652,Basalt / Picro-Basalt,Compressional Continental
358011,Tronador,Chile-Argentina,Stratovolcano,Unknown,South America,Southern Chile and Argentina,-41.157,-71.885,3491,Andesite / Basaltic Andesite,Compressional Continental
358012,Cayutué-La Viguería,Chile,Pyroclastic cone(s),1050 BCE,South America,Southern Chile and Argentina,-41.25,-72.27,506,Basalt / Picro-Basalt,Compressional Continental
358020,Calbuco,Chile,Stratovolcano,1972 CE,South America,Southern Chile and Argentina,-41.326,-72.614,2003,Andesite / Basaltic Andesite,Compressional Continental
358021,Cuernos del Diablo,Chile,Stratovolcano,Unknown,South America,Southern Chile and Argentina,-41.4,-72,1862,Basalt / Picro-Basalt,Compressional Continental
358022,Yate,Chile,Stratovolcano,Unknown,South America,Southern Chile and Argentina,-41.755,-72.396,2187,Andesite / Basaltic Andesite,Compressional Continental
358023,Hornopirén,Chile,Stratovolcano,Unknown,South America,Southern Chile and Argentina,-41.874,-72.431,1572,Andesite / Basaltic Andesite,Compressional Continental
358024,Apagado,Chile,Pyroclastic cone,Unknown,South America,Southern Chile and Argentina,-41.88,-72.58,1210,Basalt / Picro-Basalt,Compressional Continental
358025,Crater Basalt Volcanic Field,Argentina,Cinder cone(s),Unknown,South America,Southern Chile and Argentina,-42.02,-70.18,1359,Trachybasalt / Tephrite Basanite,Intermediate Continental
358030,Huequi,Chile,Stratovolcano,1920 CE,South America,Southern Chile and Argentina,-42.377,-72.578,1318,Andesite / Basaltic Andesite,Compressional Continental
358040,Minchinmávida,Chile,Stratovolcano,1835 CE,South America,Southern Chile and Argentina,-42.793,-72.439,2404,Andesite / Basaltic Andesite,Compressional Continental
358041,Chaitén,Chile,Caldera,2011 CE,South America,Southern Chile and Argentina,-42.833,-72.646,1122,Rhyolite,Compressional Continental
358049,Yanteles,Chile,Stratovolcano(es),6650 BCE,South America,Southern Chile and Argentina,-43.5,-72.8,2042,Andesite / Basaltic Andesite,Compressional Continental
358050,Corcovado,Chile,Stratovolcano,4920 BCE,South America,Southern Chile and Argentina,-43.18,-72.8,2300,Andesite / Basaltic Andesite,Compressional Continental
358051,Palena Volcanic Group,Chile,Cinder cone(s),Unknown,South America,Southern Chile and Argentina,-43.78,-72.47,NaN,No Data (checked),Compressional Continental
358052,Melimoyu,Chile,Stratovolcano,200 CE,South America,Southern Chile and Argentina,-44.08,-72.88,2400,Andesite / Basaltic Andesite,Compressional Continental
358053,Puyuhuapi,Chile,Cinder cone(s),Unknown,South America,Southern Chile and Argentina,-44.3,-72.53,524,Basalt / Picro-Basalt,Compressional Continental
358054,Mentolat,Chile,Stratovolcano,1710 CE,South America,Southern Chile and Argentina,-44.7,-73.08,1660,Andesite / Basaltic Andesite,Compressional Continental
358055,Cay,Chile,Stratovolcano,Unknown,South America,Southern Chile and Argentina,-45.059,-72.984,2090,Basalt / Picro-Basalt,Compressional Continental
358056,Maca,Chile,Stratovolcano,410 CE,South America,Southern Chile and Argentina,-45.1,-73.17,2960,Basalt / Picro-Basalt,Compressional Continental
358057,"Hudson, Cerro",Chile,Stratovolcano,2011 CE,South America,Southern Chile and Argentina,-45.9,-72.97,1905,Basalt / Picro-Basalt,Compressional Continental
358058,Río Murta,Chile,Pyroclastic cone(s),Unknown,South America,Southern Chile and Argentina,-46.17,-72.67,NaN,Basalt / Picro-Basalt,Compressional Continental
358059,Arenales,Chile,Stratovolcano,1979 CE,South America,Southern Chile and Argentina,-47.2,-73.48,3437,No Data (checked),Compressional Continental
358060,Lautaro,Chile,Stratovolcano,1979 CE,South America,Southern Chile and Argentina,-49.02,-73.55,3607,Dacite,Compressional Continental
358061,Viedma,Argentina,Subglacial,1988 CE,South America,Southern Chile and Argentina,-49.358,-73.28,1500,Dacite,Compressional Continental
358062,Aguilera,Chile,Stratovolcano,1250 BCE,South America,Southern Chile and Argentina,-50.33,-73.75,2546,Dacite,Compressional Continental
358063,Reclus,Chile,Cinder cone,1908 CE,South America,Southern Chile and Argentina,-50.964,-73.585,1000,Dacite,Compressional Continental
358070,"Burney, Monte",Chile,Stratovolcano,1910 CE,South America,Southern Chile and Argentina,-52.33,-73.4,1758,Andesite / Basaltic Andesite,Compressional Continental
358080,Palei-Aike Volcanic Field,Chile-Argentina,Cinder cone(s),5550 BCE,South America,Southern Chile and Argentina,-52,-70,282,Basalt / Picro-Basalt,Compressional Continental
358090,Fueguino,Chile,Lava dome(s),1820 CE,South America,Southern Chile and Argentina,-54.95,-70.25,150,Andesite / Basaltic Andesite,Compressional Continental
360010,Saba,Netherlands,Stratovolcano,1640 CE,West Indies,West Indies,17.63,-63.23,887,Andesite / Basaltic Andesite,Compressional Oceanic
360020,"Quill, The",Netherlands,Stratovolcano,250 CE,West Indies,West Indies,17.478,-62.96,601,Andesite / Basaltic Andesite,Compressional Oceanic
360030,Liamuiga,Saint Kitts and Nevis,Stratovolcano,160 CE,West Indies,West Indies,17.37,-62.8,1156,Andesite / Basaltic Andesite,Compressional Oceanic
360040,Nevis Peak,Saint Kitts and Nevis,Stratovolcano,Unknown,West Indies,West Indies,17.15,-62.58,985,Andesite / Basaltic Andesite,Compressional Oceanic
360050,Soufrière Hills,United Kingdom,Stratovolcano,2013 CE,West Indies,West Indies,16.72,-62.18,915,Andesite / Basaltic Andesite,Compressional Oceanic
360060,Soufrière Guadeloupe,France,Stratovolcano,1977 CE,West Indies,West Indies,16.05,-61.67,1467,Andesite / Basaltic Andesite,Compressional Oceanic
360080,"Diables, Morne aux",Dominica,Stratovolcano,Unknown,West Indies,West Indies,15.612,-61.43,861,Andesite / Basaltic Andesite,Compressional Oceanic
360090,"Diablotins, Morne",Dominica,Stratovolcano,Unknown,West Indies,West Indies,15.503,-61.397,1430,Andesite / Basaltic Andesite,Compressional Oceanic
360100,"Trois Pitons, Morne",Dominica,Complex,920 CE,West Indies,West Indies,15.37,-61.33,1387,Andesite / Basaltic Andesite,Compressional Oceanic
360101,"Watt, Morne",Dominica,Stratovolcano(es),1997 CE,West Indies,West Indies,15.307,-61.305,1224,Andesite / Basaltic Andesite,Compressional Oceanic
360110,"Plat Pays, Morne",Dominica,Stratovolcano,1270 CE,West Indies,West Indies,15.255,-61.341,940,Dacite,Compressional Oceanic
360120,Pelée,France,Stratovolcano,1932 CE,West Indies,West Indies,14.82,-61.17,1397,Andesite / Basaltic Andesite,Compressional Oceanic
360140,Qualibou,Saint Lucia,Caldera,1766 CE,West Indies,West Indies,13.83,-61.05,777,Andesite / Basaltic Andesite,Compressional Oceanic
360150,Soufrière St. Vincent,Saint Vincent and the Grenadines,Stratovolcano,1979 CE,West Indies,West Indies,13.33,-61.18,1220,Andesite / Basaltic Andesite,Compressional Oceanic
360160,Kick 'em Jenny,Grenada,Submarine,2001 CE,West Indies,West Indies,12.3,-61.64,-185,Basalt / Picro-Basalt,Compressional Oceanic
360170,St. Catherine,Grenada,Stratovolcano,Unknown,West Indies,West Indies,12.15,-61.67,840,Andesite / Basaltic Andesite,Compressional Oceanic
370010,Snaefellsjökull,Iceland,Stratovolcano,200 CE,Iceland and Arctic Ocean,Iceland (western),64.8,-23.78,1448,,Tensional Oceanic
370020,Helgrindur,Iceland,Pyroclastic cone(s),Unknown,Iceland and Arctic Ocean,Iceland (western),64.87,-23.25,647,Basalt / Picro-Basalt,Tensional Oceanic
370030,Ljósufjöll,Iceland,Fissure vent(s),960 CE,Iceland and Arctic Ocean,Iceland (western),64.87,-22.23,1063,Basalt / Picro-Basalt,Tensional Oceanic
371020,Reykjanes,Iceland,Crater rows,1926 CE,Iceland and Arctic Ocean,Iceland (southwestern),63.88,-22.5,230,Basalt / Picro-Basalt,Tensional Oceanic
371030,Krísuvík,Iceland,Crater rows,1340 CE,Iceland and Arctic Ocean,Iceland (southwestern),63.93,-22.1,379,Basalt / Picro-Basalt,Tensional Oceanic
371040,Brennisteinsfjöll,Iceland,Crater rows,1341 CE,Iceland and Arctic Ocean,Iceland (southwestern),63.92,-21.83,621,Basalt / Picro-Basalt,Tensional Oceanic
371050,Hengill,Iceland,Crater rows,150 CE,Iceland and Arctic Ocean,Iceland (southwestern),64.08,-21.32,803,Basalt / Picro-Basalt,Tensional Oceanic
371051,Hrómundartindur,Iceland,Stratovolcano,Unknown,Iceland and Arctic Ocean,Iceland (southwestern),64.073,-21.202,540,Basalt / Picro-Basalt,Tensional Oceanic
371060,Grímsnes,Iceland,Crater rows,3500 BCE,Iceland and Arctic Ocean,Iceland (southwestern),64.03,-20.87,214,Basalt / Picro-Basalt,Tensional Oceanic
371070,Prestahnukur,Iceland,Subglacial,3350 BCE,Iceland and Arctic Ocean,Iceland (southwestern),64.6,-20.58,1400,Basalt / Picro-Basalt,Tensional Oceanic
371080,Hveravellir,Iceland,Subglacial,950 CE,Iceland and Arctic Ocean,Iceland (southwestern),64.75,-19.98,1360,Basalt / Picro-Basalt,Tensional Oceanic
371090,Hofsjökull,Iceland,Subglacial,Unknown,Iceland and Arctic Ocean,Iceland (southwestern),64.78,-18.92,1782,Basalt / Picro-Basalt,Tensional Oceanic
372010,Vestmannaeyjar,Iceland,Submarine(es),1973 CE,Iceland and Arctic Ocean,Iceland (southern),63.43,-20.28,279,Basalt / Picro-Basalt,Tensional Oceanic
372020,Eyjafjallajökull,Iceland,Stratovolcano,2010 CE,Iceland and Arctic Ocean,Iceland (southern),63.63,-19.62,1666,Basalt / Picro-Basalt,Tensional Oceanic
372030,Katla,Iceland,Subglacial,1918 CE,Iceland and Arctic Ocean,Iceland (southern),63.63,-19.05,1512,Basalt / Picro-Basalt,Tensional Oceanic
372040,Tindfjallajökull,Iceland,Stratovolcano,Unknown,Iceland and Arctic Ocean,Iceland (southern),63.78,-19.57,1463,Basalt / Picro-Basalt,Tensional Oceanic
372050,Torfajökull,Iceland,Stratovolcano,1477 CE,Iceland and Arctic Ocean,Iceland (southern),63.92,-19.17,1259,Rhyolite,Tensional Oceanic
372070,Hekla,Iceland,Stratovolcano,2000 CE,Iceland and Arctic Ocean,Iceland (southern),63.98,-19.7,1491,Andesite / Basaltic Andesite,Tensional Oceanic
373010,Grímsvötn,Iceland,Caldera,2011 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.42,-17.33,1725,Basalt / Picro-Basalt,Tensional Oceanic
373030,Bárdarbunga,Iceland,Stratovolcano,1910 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.63,-17.53,2009,Basalt / Picro-Basalt,Tensional Oceanic
373040,Tungnafellsjökull,Iceland,Stratovolcano,Unknown,Iceland and Arctic Ocean,Iceland (northeastern),64.73,-17.92,1535,Basalt / Picro-Basalt,Tensional Oceanic
373050,Kverkfjöll,Iceland,Stratovolcano,1968 CE,Iceland and Arctic Ocean,Iceland (northeastern),64.65,-16.72,1929,Basalt / Picro-Basalt,Tensional Oceanic
